"id","price_1","price_6","timestamp","name_id"
"42","99,95","74,95","2024-01-25 15:24:32","37"
"43","109,00","79,00","2024-01-25 15:24:32","38"
"44","199,95","79,11","2024-01-25 15:24:32","39"
"45","139,95","79,95","2024-01-25 15:24:32","40"
"46","149,95","79,95","2024-01-25 15:24:32","41"
"47","169,95","79,95","2024-01-25 15:24:32","42"
"48","179,95","79,95","2024-01-25 15:24:32","43"
"49","119,95","79,95","2024-01-25 15:24:32","44"
"50","189,95","79,95","2024-01-25 15:24:32","45"
"51","109,95","79,95","2024-01-25 15:24:32","47"
"52","114,95","79,95","2024-01-25 15:24:32","48"
"53","139,95","79,95","2024-01-25 15:24:32","49"
"54","139,95","79,95","2024-01-25 15:24:32","50"
"55","149,95","79,95","2024-01-25 15:24:32","51"
"56","159,95","79,95","2024-01-25 15:24:32","52"
"57","149,95","119,95","2024-01-25 15:24:32","752"
"58","159,95","119,95","2024-01-25 15:24:32","53"
"59","149,95","79,95","2024-01-25 15:24:32","54"
"60","149,95","79,95","2024-01-25 15:24:32","55"
"61","179,95","99,95","2024-01-25 15:24:32","732"
"62","149,95","79,95","2024-01-25 15:24:32","56"
"63","149,95","79,95","2024-01-25 15:24:32","57"
"64","149,95","119,95","2024-01-25 15:24:32","756"
"65","139,95","79,95","2024-01-25 15:24:32","58"
"66","149,95","109,95","2024-01-25 15:24:32","741"
"67","199,95","79,95","2024-01-25 15:24:32","59"
"68","129,95","84,95","2024-01-25 15:24:32","60"
"69","139,95","119,95","2024-01-25 15:24:32","745"
"70","159,95","89,95","2024-01-25 15:24:32","61"
"71","139,95","89,95","2024-01-25 15:24:32","62"
"72","199,95","89,95","2024-01-25 15:24:32","63"
"73","169,95","89,95","2024-01-25 15:24:32","775"
"74","129,95","89,95","2024-01-25 15:24:32","64"
"75","169,95","119,95","2024-01-25 15:24:32","754"
"76","139,95","119,95","2024-01-25 15:24:32","755"
"77","179,95","129,95","2024-01-25 15:24:32","771"
"78","169,95","89,95","2024-01-25 15:24:32","65"
"79","199,95","89,95","2024-01-25 15:24:32","67"
"80","199,95","99,77","2024-01-25 15:24:32","68"
"81","149,95","129,95","2024-01-25 15:24:32","762"
"82","179,95","99,95","2024-01-25 15:24:32","69"
"83","199,95","169,95","2024-01-25 15:24:32","807"
"84","199,95","149,95","2024-01-25 15:24:32","70"
"85","189,95","99,95","2024-01-25 15:24:32","71"
"86","199,95","99,95","2024-01-25 15:24:32","72"
"87","219,95","179,95","2024-01-25 15:24:32","73"
"88","189,95","99,95","2024-01-25 15:24:32","74"
"89","149,95","129,95","2024-01-25 15:24:32","766"
"90","199,95","99,95","2024-01-25 15:24:32","75"
"91","169,95","99,95","2024-01-25 15:24:32","76"
"92","169,95","99,95","2024-01-25 15:24:32","77"
"93","129,95","99,95","2024-01-25 15:24:32","78"
"94","229,95","179,95","2024-01-25 15:24:32","819"
"95","199,95","139,95","2024-01-25 15:24:32","779"
"96","169,95","99,95","2024-01-25 15:24:32","79"
"97","199,95","99,95","2024-01-25 15:24:32","80"
"98","219,95","99,95","2024-01-25 15:24:32","81"
"99","179,95","129,95","2024-01-25 15:24:32","770"
"100","169,95","99,95","2024-01-25 15:24:32","82"
"101","189,95","99,95","2024-01-25 15:24:32","83"
"102","229,95","104,95","2024-01-25 15:24:32","84"
"103","189,95","113,67","2024-01-25 15:24:32","85"
"104","269,95","116,81","2024-01-25 15:24:32","86"
"105","199,95","149,95","2024-01-25 15:24:32","784"
"106","199,95","119,95","2024-01-25 15:24:32","800"
"107","199,95","119,95","2024-01-25 15:24:32","87"
"108","219,95","119,95","2024-01-25 15:24:32","88"
"109","199,95","119,95","2024-01-25 15:24:32","89"
"110","229,95","149,95","2024-01-25 15:24:32","791"
"111","179,95","119,95","2024-01-25 15:24:32","90"
"112","169,95","139,95","2024-01-25 15:24:32","782"
"113","249,95","129,01","2024-01-25 15:24:32","91"
"114","269,95","199,95","2024-01-25 15:24:32","832"
"115","259,95","129,95","2024-01-25 15:24:32","92"
"116","199,95","129,95","2024-01-25 15:24:32","93"
"117","249,95","129,95","2024-01-25 15:24:32","94"
"118","149,95","129,95","2024-01-25 15:24:32","95"
"119","199,95","129,95","2024-01-25 15:24:32","96"
"120","269,95","199,95","2024-01-25 15:24:32","836"
"121","369,95","129,95","2024-01-25 15:24:32","97"
"122","219,95","129,95","2024-01-25 15:24:32","98"
"123","189,95","129,95","2024-01-25 15:24:32","99"
"124","199,95","129,95","2024-01-25 15:24:32","100"
"125","199,95","139,00","2024-01-25 15:24:32","101"
"126","199,95","139,95","2024-01-25 15:24:32","102"
"127","249,95","199,95","2024-01-25 15:24:32","831"
"128","249,95","199,95","2024-01-25 15:24:32","103"
"129","249,95","139,95","2024-01-25 15:24:32","104"
"130","199,95","139,95","2024-01-25 15:24:32","105"
"131","299,95","249,95","2024-01-25 15:24:32","864"
"132","219,95","139,95","2024-01-25 15:24:32","106"
"133","249,95","139,95","2024-01-25 15:24:32","107"
"134","249,95","179,95","2024-01-25 15:24:32","818"
"135","299,95","139,95","2024-01-25 15:24:32","108"
"136","249,50","199,95","2024-01-25 15:24:32","844"
"137","199,95","139,95","2024-01-25 15:24:32","109"
"138","229,95","149,95","2024-01-25 15:24:32","110"
"139","198,00","149,95","2024-01-25 15:24:32","111"
"140","189,95","149,95","2024-01-25 15:24:32","112"
"141","249,95","179,95","2024-01-25 15:24:32","815"
"142","229,95","149,95","2024-01-25 15:24:32","824"
"143","339,95","269,95","2024-01-25 15:24:32","881"
"144","219,95","149,95","2024-01-25 15:24:32","113"
"145","259,95","179,95","2024-01-25 15:24:32","817"
"146","219,95","149,95","2024-01-25 15:24:32","114"
"147","269,95","229,95","2024-01-25 15:24:32","851"
"148","359,95","259,95","2024-01-25 15:24:32","875"
"149","269,95","149,95","2024-01-25 15:24:32","115"
"150","329,95","229,95","2024-01-25 15:24:32","852"
"151","349,95","249,95","2024-01-25 15:24:32","870"
"152","188,00","154,00","2024-01-25 15:24:32","116"
"153","199,95","159,95","2024-01-25 15:24:32","117"
"154","299,95","159,95","2024-01-25 15:24:32","118"
"155","289,95","159,95","2024-01-25 15:24:32","119"
"156","309,95","159,95","2024-01-25 15:24:32","120"
"157","299,95","269,95","2024-01-25 15:24:32","882"
"158","299,95","159,95","2024-01-25 15:24:32","121"
"159","229,95","159,95","2024-01-25 15:24:32","122"
"160","299,95","199,95","2024-01-25 15:24:32","842"
"161","299,95","159,95","2024-01-25 15:24:32","124"
"162","239,95","159,95","2024-01-25 15:24:32","125"
"163","399,95","169,55","2024-01-25 15:24:32","126"
"164","249,95","169,95","2024-01-25 15:24:32","127"
"165","249,95","169,95","2024-01-25 15:24:32","128"
"166","359,95","169,95","2024-01-25 15:24:32","2575"
"167","329,95","169,95","2024-01-25 15:24:32","129"
"168","299,95","239,95","2024-01-25 15:24:32","857"
"169","349,95","169,95","2024-01-25 15:24:32","130"
"170","349,95","169,95","2024-01-25 15:24:32","131"
"171","279,95","169,95","2024-01-25 15:24:32","132"
"172","399,95","169,95","2024-01-25 15:24:32","133"
"173","299,95","169,95","2024-01-25 15:24:32","134"
"174","279,95","169,95","2024-01-25 15:24:32","135"
"175","299,95","169,95","2024-01-25 15:24:32","136"
"176","249,95","169,95","2024-01-25 15:24:32","137"
"177","244,95","174,95","2024-01-25 15:24:32","138"
"178","229,00","178,00","2024-01-25 15:24:32","139"
"179","229,95","179,00","2024-01-25 15:24:32","140"
"180","219,95","179,95","2024-01-25 15:24:32","141"
"181","269,95","179,95","2024-01-25 15:24:32","142"
"182","249,95","179,95","2024-01-25 15:24:32","143"
"183","249,95","179,95","2024-01-25 15:24:32","144"
"184","249,95","179,95","2024-01-25 15:24:32","145"
"185","299,95","179,95","2024-01-25 15:24:32","146"
"186","449,95","179,95","2024-01-25 15:24:32","147"
"187","279,95","179,95","2024-01-25 15:24:32","148"
"188","279,95","179,95","2024-01-25 15:24:32","149"
"189","299,95","179,95","2024-01-25 15:24:32","150"
"190","449,95","179,95","2024-01-25 15:24:32","151"
"191","339,95","179,95","2024-01-25 15:24:32","152"
"192","229,00","188,00","2024-01-25 15:24:32","153"
"193","209,95","189,00","2024-01-25 15:24:32","154"
"194","249,95","189,95","2024-01-25 15:24:32","155"
"195","299,95","189,95","2024-01-25 15:24:32","156"
"196","299,95","189,95","2024-01-25 15:24:32","157"
"197","299,95","199,95","2024-01-25 15:24:32","158"
"198","369,95","199,95","2024-01-25 15:24:32","159"
"199","319,95","199,95","2024-01-25 15:24:32","160"
"200","319,95","269,95","2024-01-25 15:24:32","876"
"201","329,95","299,95","2024-01-25 15:24:32","897"
"202","269,95","199,95","2024-01-25 15:24:32","161"
"203","239,95","199,95","2024-01-25 15:24:32","162"
"204","269,95","199,95","2024-01-25 15:24:32","163"
"205","319,95","199,95","2024-01-25 15:24:32","164"
"206","299,95","229,95","2024-01-25 15:24:32","850"
"207","269,95","199,95","2024-01-25 15:24:32","165"
"208","329,95","299,95","2024-01-25 15:24:32","900"
"209","349,95","249,95","2024-01-25 15:24:32","865"
"210","329,95","229,95","2024-01-25 15:24:32","166"
"211","299,95","239,95","2024-01-25 15:24:32","858"
"212","299,95","249,95","2024-01-25 15:24:32","867"
"213","399,95","199,95","2024-01-25 15:24:32","167"
"214","249,95","199,95","2024-01-25 15:24:32","168"
"215","319,95","269,95","2024-01-25 15:24:32","884"
"216","269,95","199,95","2024-01-25 15:24:32","169"
"217","319,95","199,95","2024-01-25 15:24:32","170"
"218","299,95","199,95","2024-01-25 15:24:32","171"
"219","389,95","199,95","2024-01-25 15:24:32","172"
"220","329,95","199,95","2024-01-25 15:24:32","173"
"221","299,95","239,95","2024-01-25 15:24:32","859"
"222","299,95","239,95","2024-01-25 15:24:32","860"
"223","349,95","199,95","2024-01-25 15:24:32","174"
"224","349,95","209,95","2024-01-25 15:24:32","175"
"225","259,00","213,00","2024-01-25 15:24:32","176"
"226","264,00","218,00","2024-01-25 15:24:32","177"
"227","264,00","218,95","2024-01-25 15:24:32","178"
"228","264,00","219,00","2024-01-25 15:24:32","179"
"229","299,95","219,95","2024-01-25 15:24:32","180"
"230","299,95","219,95","2024-01-25 15:24:32","181"
"231","329,95","219,95","2024-01-25 15:24:32","182"
"232","269,95","219,95","2024-01-25 15:24:32","183"
"233","329,95","219,95","2024-01-25 15:24:32","184"
"234","319,95","219,95","2024-01-25 15:24:32","185"
"235","279,95","219,95","2024-01-25 15:24:32","186"
"236","319,95","219,95","2024-01-25 15:24:32","187"
"237","329,95","249,95","2024-01-25 15:24:32","2576"
"238","299,95","219,95","2024-01-25 15:24:32","188"
"239","399,95","349,95","2024-01-25 15:24:32","923"
"240","349,95","269,95","2024-01-25 15:24:32","883"
"241","299,00","219,95","2024-01-25 15:24:32","189"
"242","349,95","279,95","2024-01-25 15:24:32","891"
"243","299,95","219,95","2024-01-25 15:24:32","190"
"244","269,95","224,95","2024-01-25 15:24:32","191"
"245","299,95","225,00","2024-01-25 15:24:32","192"
"246","299,00","229,00","2024-01-25 15:24:32","193"
"247","329,00","229,00","2024-01-25 15:24:32","194"
"248","329,95","229,95","2024-01-25 15:24:32","195"
"249","389,95","349,95","2024-01-25 15:24:32","196"
"250","329,95","229,95","2024-01-25 15:24:32","197"
"251","349,95","229,95","2024-01-25 15:24:32","198"
"252","299,95","279,95","2024-01-25 15:24:32","888"
"253","379,95","229,95","2024-01-25 15:24:32","199"
"254","399,95","229,95","2024-01-25 15:24:32","200"
"255","299,95","269,95","2024-01-25 15:24:32","885"
"256","299,95","229,95","2024-01-25 15:24:32","201"
"257","329,95","279,95","2024-01-25 15:24:32","890"
"258","499,95","399,95","2024-01-25 15:24:32","958"
"259","299,95","233,95","2024-01-25 15:24:32","202"
"260","289,00","238,00","2024-01-25 15:24:32","203"
"261","289,00","238,00","2024-01-25 15:24:32","204"
"262","299,00","239,00","2024-01-25 15:24:32","205"
"263","299,95","239,00","2024-01-25 15:24:32","206"
"264","289,95","239,00","2024-01-25 15:24:32","207"
"265","379,95","299,95","2024-01-25 15:24:32","2577"
"266","349,95","239,95","2024-01-25 15:24:32","208"
"267","339,95","239,95","2024-01-25 15:24:32","209"
"268","339,95","299,95","2024-01-25 15:24:32","906"
"269","329,95","279,95","2024-01-25 15:24:32","889"
"270","298,00","248,00","2024-01-25 15:24:32","210"
"271","459,95","249,05","2024-01-25 15:24:32","211"
"272","349,95","249,95","2024-01-25 15:24:32","212"
"273","389,95","249,95","2024-01-25 15:24:32","213"
"274","349,95","249,95","2024-01-25 15:24:32","214"
"275","350,00","249,95","2024-01-25 15:24:32","215"
"276","399,95","249,95","2024-01-25 15:24:32","216"
"277","299,95","249,95","2024-01-25 15:24:32","217"
"278","299,95","249,95","2024-01-25 15:24:32","218"
"279","299,95","249,95","2024-01-25 15:24:32","219"
"280","399,95","249,95","2024-01-25 15:24:32","220"
"281","449,95","249,95","2024-01-25 15:24:32","221"
"282","349,95","249,95","2024-01-25 15:24:32","222"
"283","449,95","249,95","2024-01-25 15:24:32","223"
"284","449,95","349,95","2024-01-25 15:24:32","925"
"285","469,95","249,95","2024-01-25 15:24:32","224"
"286","399,95","249,95","2024-01-25 15:24:32","225"
"287","349,95","249,95","2024-01-25 15:24:32","226"
"288","349,95","295,00","2024-01-25 15:24:32","892"
"289","349,95","254,95","2024-01-25 15:24:32","227"
"290","309,00","255,00","2024-01-25 15:24:32","228"
"291","314,00","259,00","2024-01-25 15:24:32","229"
"292","349,95","259,00","2024-01-25 15:24:32","230"
"293","299,95","259,95","2024-01-25 15:24:32","231"
"294","319,95","259,95","2024-01-25 15:24:32","232"
"295","289,95","259,95","2024-01-25 15:24:32","233"
"296","319,95","259,95","2024-01-25 15:24:32","234"
"297","499,95","399,95","2024-01-25 15:24:32","959"
"298","499,95","261,00","2024-01-25 15:24:32","235"
"299","299,95","269,00","2024-01-25 15:24:32","236"
"300","299,95","269,00","2024-01-25 15:24:32","237"
"301","349,95","269,95","2024-01-25 15:24:32","238"
"302","349,95","269,95","2024-01-25 15:24:32","239"
"303","449,95","349,95","2024-01-25 15:24:32","921"
"304","459,95","269,95","2024-01-25 15:24:32","240"
"305","349,95","269,95","2024-01-25 15:24:32","241"
"306","499,95","269,95","2024-01-25 15:24:32","242"
"307","349,95","269,95","2024-01-25 15:24:32","243"
"308","349,95","269,95","2024-01-25 15:24:32","244"
"309","449,95","349,95","2024-01-25 15:24:32","929"
"310","379,95","299,95","2024-01-25 15:24:32","907"
"311","349,95","269,95","2024-01-25 15:24:32","245"
"312","338,00","278,00","2024-01-25 15:24:32","246"
"313","349,95","279,95","2024-01-25 15:24:32","247"
"314","349,95","279,95","2024-01-25 15:24:32","248"
"315","349,95","279,95","2024-01-25 15:24:32","249"
"316","499,95","449,95","2024-01-25 15:24:32","973"
"317","339,95","279,95","2024-01-25 15:24:32","250"
"318","549,95","409,95","2024-01-25 15:24:32","960"
"319","399,95","279,95","2024-01-25 15:24:32","251"
"320","349,95","279,95","2024-01-25 15:24:32","252"
"321","449,95","279,95","2024-01-25 15:24:32","253"
"322","449,95","399,95","2024-01-25 15:24:32","948"
"323","449,95","349,95","2024-01-25 15:24:32","930"
"324","479,95","369,95","2024-01-25 15:24:32","938"
"325","599,95","469,95","2024-01-25 15:24:32","984"
"326","399,95","282,00","2024-01-25 15:24:32","254"
"327","344,00","284,00","2024-01-25 15:24:32","255"
"328","348,00","288,00","2024-01-25 15:24:32","256"
"329","348,00","288,00","2024-01-25 15:24:32","257"
"330","399,95","288,00","2024-01-25 15:24:32","258"
"331","449,95","399,95","2024-01-25 15:24:32","944"
"332","349,95","289,95","2024-01-25 15:24:32","259"
"333","469,95","289,95","2024-01-25 15:24:32","260"
"334","449,95","289,95","2024-01-25 15:24:32","261"
"335","349,95","329,95","2024-01-25 15:24:32","918"
"336","449,95","379,00","2024-01-25 15:24:32","940"
"337","359,00","298,00","2024-01-25 15:24:32","262"
"338","339,00","299,00","2024-01-25 15:24:32","263"
"339","429,95","299,00","2024-01-25 15:24:32","264"
"340","399,95","299,00","2024-01-25 15:24:32","265"
"341","574,95","299,95","2024-01-25 15:24:32","266"
"342","599,95","299,95","2024-01-25 15:24:32","267"
"343","499,95","399,95","2024-01-25 15:24:32","2578"
"344","449,95","299,95","2024-01-25 15:24:32","268"
"345","459,95","299,95","2024-01-25 15:24:32","269"
"346","399,95","299,95","2024-01-25 15:24:32","270"
"347","399,95","299,95","2024-01-25 15:24:32","271"
"348","359,95","299,95","2024-01-25 15:24:32","272"
"349","369,95","299,95","2024-01-25 15:24:32","273"
"350","349,95","299,95","2024-01-25 15:24:32","274"
"351","349,95","299,95","2024-01-25 15:24:32","275"
"352","469,95","299,95","2024-01-25 15:24:32","276"
"353","399,95","349,95","2024-01-25 15:24:32","920"
"354","359,95","299,95","2024-01-25 15:24:32","277"
"355","599,95","499,95","2024-01-25 15:24:32","990"
"356","399,95","349,95","2024-01-25 15:24:32","922"
"357","499,95","299,95","2024-01-25 15:24:32","278"
"358","499,95","369,95","2024-01-25 15:24:32","936"
"359","549,95","299,95","2024-01-25 15:24:32","279"
"360","499,95","425,00","2024-01-25 15:24:32","963"
"361","399,95","349,95","2024-01-25 15:24:32","926"
"362","389,95","349,95","2024-01-25 15:24:32","927"
"363","369,95","299,95","2024-01-25 15:24:32","280"
"364","499,95","299,95","2024-01-25 15:24:32","281"
"365","449,95","299,95","2024-01-25 15:24:32","282"
"366","499,95","299,95","2024-01-25 15:24:32","283"
"367","389,95","299,95","2024-01-25 15:24:32","284"
"368","389,95","299,95","2024-01-25 15:24:32","285"
"369","384,95","324,95","2024-01-25 15:24:32","913"
"370","499,95","299,95","2024-01-25 15:24:32","286"
"371","499,95","469,95","2024-01-25 15:24:32","983"
"372","499,95","299,95","2024-01-25 15:24:32","287"
"373","449,95","429,95","2024-01-25 15:24:32","939"
"374","299,95","299,95","2024-01-25 15:24:32","288"
"375","549,95","399,95","2024-01-25 15:24:32","955"
"376","384,00","318,00","2024-01-25 15:24:32","289"
"377","384,00","318,00","2024-01-25 15:24:32","290"
"378","384,00","319,00","2024-01-25 15:24:32","291"
"379","549,95","319,95","2024-01-25 15:24:32","292"
"380","449,95","319,95","2024-01-25 15:24:32","293"
"381","399,95","319,95","2024-01-25 15:24:32","294"
"382","399,95","319,95","2024-01-25 15:24:32","295"
"383","399,95","319,95","2024-01-25 15:24:32","296"
"384","349,95","319,95","2024-01-25 15:24:32","297"
"385","399,95","319,95","2024-01-25 15:24:32","298"
"386","399,95","319,95","2024-01-25 15:24:32","299"
"387","399,95","319,95","2024-01-25 15:24:32","300"
"388","399,95","319,95","2024-01-25 15:24:32","301"
"389","499,95","319,95","2024-01-25 15:24:32","302"
"390","599,95","319,95","2024-01-25 15:24:32","303"
"391","645,00","525,00","2024-01-25 15:24:32","996"
"392","499,95","319,95","2024-01-25 15:24:32","304"
"393","419,95","319,95","2024-01-25 15:24:32","305"
"394","425,00","325,00","2024-01-25 15:24:32","306"
"395","394,00","328,00","2024-01-25 15:24:32","307"
"396","429,00","328,00","2024-01-25 15:24:32","308"
"397","394,00","328,00","2024-01-25 15:24:32","309"
"398","399,95","328,00","2024-01-25 15:24:32","310"
"399","469,95","329,95","2024-01-25 15:24:32","311"
"400","419,95","329,95","2024-01-25 15:24:32","312"
"401","349,95","329,95","2024-01-25 15:24:32","313"
"402","449,95","329,95","2024-01-25 15:24:32","314"
"403","599,95","329,95","2024-01-25 15:24:32","315"
"404","499,95","369,95","2024-01-25 15:24:32","937"
"405","499,95","329,95","2024-01-25 15:24:32","316"
"406","599,95","399,95","2024-01-25 15:24:32","956"
"407","399,95","334,95","2024-01-25 15:24:32","317"
"408","399,95","339,95","2024-01-25 15:24:32","318"
"409","599,95","339,95","2024-01-25 15:24:32","319"
"410","399,95","389,95","2024-01-25 15:24:32","942"
"411","419,00","348,00","2024-01-25 15:24:32","320"
"412","418,00","348,00","2024-01-25 15:24:32","321"
"413","399,95","349,95","2024-01-25 15:24:32","322"
"414","399,95","349,95","2024-01-25 15:24:32","323"
"415","499,00","349,95","2024-01-25 15:24:32","324"
"416","399,95","349,95","2024-01-25 15:24:32","325"
"417","399,95","349,95","2024-01-25 15:24:32","326"
"418","449,95","349,95","2024-01-25 15:24:32","327"
"419","449,95","349,95","2024-01-25 15:24:32","328"
"420","399,95","349,95","2024-01-25 15:24:32","329"
"421","419,95","349,95","2024-01-25 15:24:32","330"
"422","399,95","349,95","2024-01-25 15:24:32","331"
"423","449,95","349,95","2024-01-25 15:24:32","332"
"424","449,95","399,95","2024-01-25 15:24:32","949"
"425","499,95","349,95","2024-01-25 15:24:32","333"
"426","499,95","349,95","2024-01-25 15:24:32","334"
"427","479,95","349,95","2024-01-25 15:24:32","335"
"428","479,95","349,95","2024-01-25 15:24:32","336"
"429","429,95","399,95","2024-01-25 15:24:32","951"
"430","499,95","425,00","2024-01-25 15:24:32","964"
"431","449,95","349,95","2024-01-25 15:24:32","337"
"432","499,95","425,00","2024-01-25 15:24:32","965"
"433","499,95","450,00","2024-01-25 15:24:32","978"
"434","499,95","349,95","2024-01-25 15:24:32","338"
"435","434,00","358,00","2024-01-25 15:24:32","339"
"436","434,00","358,00","2024-01-25 15:24:32","340"
"437","434,00","358,00","2024-01-25 15:24:32","341"
"438","434,00","358,00","2024-01-25 15:24:32","342"
"439","434,00","358,00","2024-01-25 15:24:32","343"
"440","459,95","359,00","2024-01-25 15:24:32","344"
"441","399,95","359,95","2024-01-25 15:24:32","345"
"442","469,95","359,95","2024-01-25 15:24:32","346"
"443","399,95","368,95","2024-01-25 15:24:32","347"
"444","444,00","369,00","2024-01-25 15:24:32","348"
"445","449,95","369,95","2024-01-25 15:24:32","349"
"446","449,95","369,95","2024-01-25 15:24:32","350"
"447","399,95","369,95","2024-01-25 15:24:32","351"
"448","575,00","369,95","2024-01-25 15:24:32","352"
"449","399,95","369,95","2024-01-25 15:24:32","353"
"450","499,95","369,95","2024-01-25 15:24:32","354"
"451","599,95","499,95","2024-01-25 15:24:32","992"
"452","599,95","499,00","2024-01-25 15:24:32","988"
"453","599,95","369,95","2024-01-25 15:24:32","355"
"454","499,95","369,95","2024-01-25 15:24:32","356"
"455","449,95","369,95","2024-01-25 15:24:32","357"
"456","448,00","374,00","2024-01-25 15:24:32","358"
"457","449,00","379,00","2024-01-25 15:24:32","359"
"458","804,00","668,00","2024-01-25 15:24:32","360"
"459","429,00","379,00","2024-01-25 15:24:32","361"
"460","429,95","379,95","2024-01-25 15:24:32","362"
"461","499,95","379,95","2024-01-25 15:24:32","363"
"462","429,95","379,95","2024-01-25 15:24:32","364"
"463","699,95","599,95","2024-01-25 15:24:32","1031"
"464","549,95","449,95","2024-01-25 15:24:32","976"
"465","499,95","379,95","2024-01-25 15:24:32","365"
"466","499,95","379,95","2024-01-25 15:24:32","366"
"467","699,95","379,95","2024-01-25 15:24:32","367"
"468","499,95","379,95","2024-01-25 15:24:32","368"
"469","499,95","379,95","2024-01-25 15:24:32","369"
"470","469,00","388,00","2024-01-25 15:24:32","370"
"471","429,95","389,00","2024-01-25 15:24:32","371"
"472","499,95","395,00","2024-01-25 15:24:32","372"
"473","499,95","395,00","2024-01-25 15:24:32","373"
"474","449,95","399,00","2024-01-25 15:24:32","374"
"475","499,95","399,95","2024-01-25 15:24:32","375"
"476","499,95","399,95","2024-01-25 15:24:32","376"
"477","479,95","399,95","2024-01-25 15:24:32","377"
"478","449,95","399,95","2024-01-25 15:24:32","378"
"479","449,95","399,95","2024-01-25 15:24:32","379"
"480","429,95","399,95","2024-01-25 15:24:32","380"
"481","449,95","399,95","2024-01-25 15:24:32","381"
"482","799,95","599,95","2024-01-25 15:24:32","1020"
"483","689,95","399,95","2024-01-25 15:24:32","382"
"484","599,95","469,00","2024-01-25 15:24:32","2579"
"485","499,95","399,95","2024-01-25 15:24:32","383"
"486","699,95","399,95","2024-01-25 15:24:32","384"
"487","599,95","499,95","2024-01-25 15:24:32","994"
"488","599,95","399,95","2024-01-25 15:24:32","385"
"489","499,95","399,95","2024-01-25 15:24:32","386"
"490","699,95","326,95","2024-01-25 15:24:32","1025"
"491","599,95","469,00","2024-01-25 15:24:32","981"
"492","549,95","399,95","2024-01-25 15:24:32","387"
"493","699,95","399,95","2024-01-25 15:24:32","388"
"494","549,95","399,95","2024-01-25 15:24:32","389"
"495","499,95","449,95","2024-01-25 15:24:32","977"
"496","599,95","399,95","2024-01-25 15:24:32","390"
"497","449,95","429,95","2024-01-25 15:24:32","969"
"498","499,95","399,95","2024-01-25 15:24:32","391"
"499","565,95","415,00","2024-01-25 15:24:32","392"
"500","549,95","419,95","2024-01-25 15:24:32","393"
"501","509,95","425,00","2024-01-25 15:24:32","394"
"502","599,95","425,00","2024-01-25 15:24:32","395"
"503","514,00","428,00","2024-01-25 15:24:32","396"
"504","519,95","429,95","2024-01-25 15:24:32","397"
"505","499,95","429,95","2024-01-25 15:24:32","398"
"506","549,95","429,95","2024-01-25 15:24:32","399"
"507","524,95","429,95","2024-01-25 15:24:32","400"
"508","649,95","429,95","2024-01-25 15:24:32","401"
"509","599,95","429,95","2024-01-25 15:24:32","402"
"510","599,95","499,95","2024-01-25 15:24:32","993"
"511","519,95","439,00","2024-01-25 15:24:32","403"
"512","699,95","439,95","2024-01-25 15:24:32","404"
"513","599,95","439,95","2024-01-25 15:24:32","405"
"514","525,00","449,00","2024-01-25 15:24:32","406"
"515","699,95","449,95","2024-01-25 15:24:32","407"
"516","699,95","599,95","2024-01-25 15:24:32","1018"
